-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 11/01/2021 through 03/09/2022 
Location: Latitude  26.5064   Longitude 80.2808 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 130.11 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WD10M                   MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS10M                   MERRA-2 Wind Speed at 10 Meters (m/s) 
PS                      MERRA-2 Surface Pressure (kPa) 
PRECTOTCORR             MERRA-2 Precipitation Corrected (mm/hour) 
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) 
QV2M                    MERRA-2 Specific Humidity at 2 Meters (g/kg) 
ALLSKY_SFC_LW_DWN       CERES SYN1deg All Sky Surface Longwave Downward Irradiance (W/m^2) 
T2MWET                  MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
T2M                     MERRA-2 Temperature at 2 Meters (C) 
T2MDEW                  MERRA-2 Dew/Frost Point at 2 Meters (C) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (dimensionless) 
ALLSKY_SFC_UVB          CERES SYN1deg All Sky Surface UVB Irradiance (W/m^2) 
ALLSKY_SFC_UVA          CERES SYN1deg All Sky Surface UVA Irradiance (W/m^2) 
SZA                     CERES SYN1deg Solar Zenith Angle (Degrees) 
ALLSKY_SRF_ALB          CERES SYN1deg All Sky Surface Albedo (dimensionless) 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (W/m^2) 
-END HEADER-
YEAR,MO,DY,HR,WD10M,WS10M,PS,PRECTOTCORR,RH2M,QV2M,ALLSKY_SFC_LW_DWN,T2MWET,T2M,T2MDEW,ALLSKY_SFC_UV_INDEX,ALLSKY_SFC_UVB,ALLSKY_SFC_UVA,SZA,ALLSKY_SRF_ALB,ALLSKY_SFC_SW_DWN
2022,1,15,17,274.4,2.14,100.43,0.0,92.38,6.41,-999.0,8.0,8.59,7.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,15,18,278.18,2.36,100.51,0.0,97.81,6.35,-999.0,7.45,7.62,7.28,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,15,19,283.1,2.45,100.57,0.0,100.0,6.29,-999.0,6.84,6.84,6.84,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,15,20,285.9,2.45,100.59,0.0,100.0,6.23,-999.0,6.21,6.21,6.21,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,15,21,289.22,2.54,100.59,0.0,100.0,6.16,-999.0,5.61,5.61,5.61,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,15,22,296.04,2.67,100.58,0.0,100.0,6.1,-999.0,5.06,5.06,5.06,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,15,23,298.83,2.66,100.56,0.0,100.0,5.98,-999.0,4.69,4.69,4.69,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,16,0,302.46,2.42,100.49,0.0,100.0,5.92,-999.0,4.8,4.8,4.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,16,1,307.94,2.34,100.44,0.01,100.0,5.8,-999.0,5.42,5.42,5.42,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,16,2,313.43,2.82,100.41,0.02,98.75,5.68,-999.0,5.77,5.87,5.68,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,16,3,322.44,2.35,100.41,0.04,98.0,5.55,-999.0,5.49,5.65,5.34,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,16,4,320.02,1.64,100.45,0.05,97.81,5.31,-999.0,4.94,5.1,4.76,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,16,5,297.1,1.13,100.51,0.04,97.31,5.19,-999.0,4.54,4.74,4.34,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,16,6,252.9,1.06,100.6,0.04,96.88,5.13,-999.0,4.48,4.72,4.25,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,16,7,232.91,1.2,100.67,0.04,95.94,5.37,-999.0,5.16,5.47,4.85,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,16,8,222.76,1.42,100.75,0.04,94.88,5.68,-999.0,6.07,6.47,5.68,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,16,9,219.31,1.62,100.78,0.03,93.38,5.92,-999.0,6.87,7.38,6.36,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,16,10,229.43,1.72,100.76,0.02,91.69,6.23,-999.0,7.71,8.36,7.06,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,16,11,247.72,1.92,100.72,0.01,88.44,6.53,-999.0,8.64,9.55,7.72,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,16,12,261.93,2.0,100.66,0.0,80.19,6.71,-999.0,9.84,11.48,8.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,16,13,269.78,1.99,100.63,0.0,73.81,6.77,-999.0,10.49,12.75,8.24,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,16,14,264.51,1.8,100.58,0.0,73.12,6.71,-999.0,10.51,12.83,8.19,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,16,15,261.44,1.63,100.55,0.0,75.69,6.71,-999.0,10.15,12.22,8.08,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,16,16,265.01,1.17,100.57,0.0,85.81,6.71,-999.0,9.19,10.33,8.06,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,16,17,252.42,0.83,100.59,0.0,86.25,6.29,-999.0,8.18,9.27,7.08,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,16,18,202.62,0.61,100.6,0.0,88.06,6.23,-999.0,7.93,8.87,6.99,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,16,19,194.86,0.79,100.63,0.0,92.56,6.16,-999.0,7.46,8.04,6.88,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,16,20,225.97,0.65,100.65,0.0,95.44,6.16,-999.0,7.15,7.51,6.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,16,21,293.05,0.8,100.68,0.0,100.0,6.1,-999.0,6.63,6.63,6.63,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,16,22,329.59,1.25,100.68,0.0,100.0,6.04,-999.0,5.7,5.7,5.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,16,23,345.76,1.62,100.66,0.0,100.0,5.98,-999.0,5.1,5.1,5.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,17,0,350.25,1.52,100.65,0.01,100.0,5.86,-999.0,5.15,5.15,5.15,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,17,1,2.79,1.28,100.57,0.03,99.31,5.74,-999.0,5.83,5.89,5.78,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,17,2,29.15,0.47,100.52,0.04,98.12,5.49,-999.0,5.34,5.48,5.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,17,3,226.77,0.54,100.52,0.05,97.81,5.31,-999.0,4.8,4.97,4.64,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,17,4,243.8,1.1,100.55,0.05,97.25,5.19,-999.0,4.54,4.74,4.33,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,17,5,232.96,1.08,100.61,0.06,96.88,5.19,-999.0,4.63,4.87,4.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,17,6,213.18,1.21,100.66,0.06,96.69,5.19,-999.0,4.69,4.94,4.44,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,17,7,219.97,1.39,100.76,0.05,95.88,5.19,-999.0,4.76,5.08,4.45,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,17,8,228.19,1.29,100.82,0.04,94.88,5.31,-999.0,5.12,5.51,4.73,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,17,9,226.69,1.31,100.86,0.03,93.31,5.55,-999.0,5.89,6.4,5.38,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,17,10,240.75,1.57,100.85,0.03,91.5,5.86,-999.0,6.88,7.54,6.22,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,17,11,261.83,1.7,100.8,0.01,89.31,6.16,-999.0,7.73,8.58,6.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,17,12,278.89,1.67,100.7,0.0,84.69,6.41,-999.0,8.65,9.89,7.42,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,17,13,293.68,1.6,100.6,0.0,76.81,6.47,-999.0,9.58,11.54,7.64,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,17,14,306.69,1.49,100.54,0.0,73.56,6.47,-999.0,9.8,12.06,7.54,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,17,15,316.43,1.33,100.55,0.0,75.19,6.47,-999.0,9.65,11.76,7.55,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,17,16,328.3,0.62,100.53,0.0,81.62,6.59,-999.0,9.35,10.85,7.84,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,17,17,350.13,0.18,100.58,0.0,78.31,6.16,-999.0,8.63,10.43,6.83,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,17,18,135.0,0.22,100.62,0.0,79.5,6.1,-999.0,8.41,10.09,6.73,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,17,19,252.03,0.3,100.66,0.0,81.19,6.04,-999.0,8.11,9.64,6.58,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,17,20,274.92,0.73,100.7,0.0,85.5,5.98,-999.0,7.66,8.82,6.51,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,17,21,283.63,0.8,100.69,0.0,88.0,5.98,-999.0,7.35,8.3,6.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,17,22,310.21,1.13,100.66,0.0,93.44,5.92,-999.0,6.81,7.32,6.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,17,23,329.28,1.59,100.62,0.0,100.0,5.86,-999.0,6.12,6.12,6.12,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,18,0,340.76,1.94,100.57,0.0,100.0,5.86,-999.0,5.22,5.22,5.22,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,18,1,350.42,1.88,100.49,0.0,100.0,5.8,-999.0,4.81,4.81,4.81,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,18,2,345.37,1.82,100.43,0.0,100.0,5.8,-999.0,4.54,4.54,4.54,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,18,3,336.84,1.59,100.38,0.0,100.0,5.74,-999.0,4.86,4.86,4.86,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,18,4,326.19,1.02,100.37,0.01,100.0,5.68,-999.0,5.35,5.35,5.35,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,18,5,283.86,1.21,100.42,0.02,98.44,5.55,-999.0,5.43,5.55,5.31,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,18,6,266.17,1.52,100.46,0.03,97.69,5.43,-999.0,5.23,5.4,5.05,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,18,7,260.86,1.57,100.5,0.03,96.69,5.43,-999.0,5.26,5.51,5.01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,18,8,264.83,1.73,100.56,0.02,95.12,5.62,-999.0,5.89,6.26,5.51,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,18,9,271.28,2.09,100.6,0.01,92.62,6.1,-999.0,7.31,7.88,6.74,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,18,10,280.8,2.08,100.58,0.01,89.69,6.53,-999.0,8.54,9.35,7.72,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,18,11,292.47,2.25,100.49,0.0,79.69,6.9,-999.0,10.22,11.9,8.53,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,18,12,295.96,2.3,100.35,0.0,73.31,7.08,-999.0,11.2,13.51,8.89,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,18,13,297.95,2.32,100.27,0.0,69.19,7.08,-999.0,11.66,14.41,8.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,18,14,296.21,2.26,100.22,0.0,68.75,7.02,-999.0,11.61,14.4,8.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,18,15,291.76,2.0,100.18,0.0,72.88,7.14,-999.0,11.35,13.71,8.99,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,18,16,285.3,1.63,100.18,0.0,85.31,7.14,-999.0,10.17,11.36,8.98,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,18,17,282.34,1.79,100.21,0.0,86.62,6.47,-999.0,8.57,9.63,7.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,18,18,282.9,1.72,100.28,0.0,89.75,6.41,-999.0,8.22,9.03,7.41,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,18,19,284.96,1.75,100.34,0.0,93.81,6.41,-999.0,7.83,8.31,7.35,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,18,20,291.18,1.86,100.39,0.0,98.38,6.35,-999.0,7.41,7.54,7.29,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,18,21,301.2,1.95,100.41,0.0,100.0,6.35,-999.0,6.8,6.8,6.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,18,22,307.97,2.03,100.37,0.0,100.0,6.29,-999.0,6.05,6.05,6.05,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,18,23,306.78,2.05,100.34,0.0,100.0,6.16,-999.0,5.44,5.44,5.44,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,19,0,305.79,2.07,100.32,0.0,100.0,6.1,-999.0,4.96,4.96,4.96,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,19,1,307.3,1.86,100.27,0.0,100.0,5.98,-999.0,4.98,4.98,4.98,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,19,2,307.19,1.38,100.2,0.01,100.0,5.8,-999.0,5.4,5.4,5.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,19,3,300.1,1.42,100.15,0.03,99.0,5.62,-999.0,5.58,5.65,5.51,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,19,4,281.06,1.39,100.19,0.03,98.0,5.49,-999.0,5.22,5.37,5.07,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,19,5,270.55,1.64,100.26,0.04,97.94,5.31,-999.0,4.83,4.98,4.68,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,19,6,279.08,2.13,100.34,0.04,97.69,5.13,-999.0,4.34,4.52,4.17,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,19,7,279.87,2.01,100.41,0.03,96.56,5.13,-999.0,4.49,4.76,4.23,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,19,8,272.47,1.81,100.46,0.02,95.25,5.49,-999.0,5.52,5.89,5.16,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,19,9,273.65,1.6,100.45,0.02,93.06,5.98,-999.0,6.98,7.51,6.44,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,19,10,260.15,0.96,100.37,0.01,90.19,6.47,-999.0,8.26,9.04,7.49,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,19,11,287.42,0.42,100.28,0.0,82.38,6.84,-999.0,9.84,11.29,8.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,19,12,288.63,0.71,100.16,0.0,75.25,7.14,-999.0,11.07,13.19,8.95,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,19,13,281.81,1.22,100.08,0.0,72.88,7.32,-999.0,11.7,14.07,9.33,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,19,14,283.95,1.3,100.01,0.0,72.56,7.39,-999.0,11.86,14.26,9.45,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,19,15,278.03,1.29,99.98,0.0,75.12,7.45,-999.0,11.75,13.89,9.61,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,19,16,261.22,0.97,99.94,0.0,84.0,7.57,-999.0,11.05,12.37,9.74,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,19,17,254.99,1.12,99.93,0.0,84.69,7.08,-999.0,10.0,11.25,8.76,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,19,18,255.12,1.16,99.95,0.0,87.75,7.08,-999.0,9.73,10.71,8.75,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,19,19,260.41,1.13,99.98,0.0,90.31,7.08,-999.0,9.54,10.3,8.76,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,19,20,265.63,1.13,100.0,0.0,93.31,7.08,-999.0,9.28,9.81,8.75,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,19,21,254.63,1.06,99.98,0.0,94.88,7.08,-999.0,9.17,9.58,8.76,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,19,22,243.83,1.01,99.93,0.0,96.88,7.08,-999.0,9.01,9.26,8.76,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,19,23,239.78,0.82,99.9,0.0,97.12,7.08,-999.0,8.99,9.21,8.76,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,20,0,232.55,0.46,99.84,0.0,95.94,7.08,-999.0,9.08,9.4,8.77,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,20,1,182.29,0.2,99.82,0.0,96.62,7.08,-999.0,9.0,9.26,8.73,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,20,2,158.96,0.33,99.78,0.01,97.25,7.02,-999.0,8.83,9.05,8.62,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,20,3,170.54,0.76,99.73,0.01,98.44,6.96,-999.0,8.57,8.69,8.44,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,20,4,170.87,1.33,99.76,0.01,100.0,6.77,-999.0,7.86,7.86,7.86,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,20,5,173.69,1.85,99.77,0.01,100.0,6.59,-999.0,6.88,6.88,6.88,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,20,6,177.86,2.1,99.83,0.01,100.0,6.47,-999.0,6.55,6.55,6.55,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,20,7,181.71,2.88,99.85,0.01,94.81,6.77,-999.0,8.5,8.9,8.09,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,20,8,181.05,2.55,99.91,0.0,88.19,7.26,-999.0,10.08,11.02,9.13,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,20,9,175.35,2.02,99.92,0.0,80.44,7.75,-999.0,11.83,13.48,10.19,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,20,10,166.18,1.5,99.86,0.0,73.31,8.18,-999.0,13.37,15.72,11.02,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,20,11,142.68,1.2,99.76,0.0,71.06,8.48,-999.0,14.14,16.74,11.54,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,20,12,121.26,1.28,99.65,0.0,69.38,8.73,-999.0,14.75,17.55,11.96,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,20,13,110.7,1.5,99.56,0.0,68.94,8.91,-999.0,15.05,17.9,12.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,20,14,98.59,1.78,99.5,0.0,69.75,8.97,-999.0,15.11,17.86,12.35,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,20,15,84.94,1.86,99.45,0.0,76.5,9.4,-999.0,15.05,17.11,12.99,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,20,16,73.84,2.05,99.43,0.0,88.69,9.46,-999.0,13.93,14.86,13.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,20,17,70.54,2.63,99.48,0.0,90.62,8.42,-999.0,12.08,12.83,11.32,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,20,18,69.72,2.84,99.54,0.0,91.69,8.18,-999.0,11.48,12.15,10.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,20,19,69.1,2.94,99.59,0.0,92.0,7.87,-999.0,10.97,11.61,10.33,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,20,20,69.51,2.97,99.62,0.0,92.62,7.57,-999.0,10.29,10.87,9.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,20,21,71.81,2.9,99.66,0.0,93.5,7.32,-999.0,9.75,10.26,9.23,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,20,22,75.96,2.8,99.69,0.0,95.12,7.2,-999.0,9.35,9.73,8.96,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,20,23,81.33,2.69,99.69,0.0,96.88,7.08,-999.0,9.01,9.25,8.76,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,21,0,86.54,2.59,99.67,0.0,98.69,7.02,-999.0,8.69,8.8,8.59,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,21,1,88.91,2.45,99.62,0.0,100.0,6.96,-999.0,8.39,8.39,8.39,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,21,2,88.87,2.38,99.59,0.0,100.0,6.9,-999.0,8.0,8.0,8.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,21,3,87.89,2.33,99.55,0.0,100.0,6.84,-999.0,7.58,7.58,7.58,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,21,4,85.53,2.3,99.58,0.0,100.0,6.84,-999.0,7.16,7.16,7.16,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,21,5,82.8,2.31,99.62,0.0,100.0,6.77,-999.0,6.79,6.79,6.79,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,21,6,80.21,2.25,99.71,0.01,100.0,6.77,-999.0,6.82,6.82,6.82,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,21,7,78.62,2.61,99.8,0.01,95.12,7.08,-999.0,9.12,9.51,8.74,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,21,8,76.01,2.13,99.88,0.0,89.44,7.57,-999.0,10.64,11.48,9.79,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,21,9,83.21,2.18,99.97,0.0,75.5,8.0,-999.0,12.72,14.83,10.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,21,10,84.34,1.9,99.97,0.0,69.06,8.3,-999.0,14.08,16.9,11.27,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,21,11,82.94,1.59,99.87,0.0,67.62,8.61,-999.0,14.74,17.73,11.75,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,21,12,88.4,1.4,99.79,0.0,66.94,8.85,-999.0,15.22,18.29,12.14,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,21,13,93.22,1.11,99.69,0.0,66.69,8.97,-999.0,15.47,18.58,12.36,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,21,14,87.98,0.66,99.65,0.0,66.75,9.03,-999.0,15.58,18.69,12.48,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,21,15,82.65,0.49,99.64,0.0,71.12,9.34,-999.0,15.59,18.21,12.97,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,21,16,82.3,0.58,99.62,0.0,71.94,8.79,-999.0,14.58,17.1,12.07,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,21,17,68.2,0.76,99.64,0.0,74.0,8.3,-999.0,13.45,15.74,11.17,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,21,18,81.49,1.0,99.68,0.0,78.31,8.3,-999.0,12.95,14.8,11.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,21,19,101.51,1.29,99.7,0.0,82.62,8.24,-999.0,12.48,13.93,11.02,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,21,20,111.59,1.57,99.74,0.0,88.56,8.18,-999.0,11.82,12.74,10.89,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,21,21,115.93,1.89,99.74,0.0,93.0,8.12,-999.0,11.33,11.89,10.77,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,21,22,118.17,2.12,99.7,0.0,97.81,8.0,-999.0,10.78,10.95,10.61,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,21,23,118.05,2.29,99.68,0.0,100.0,7.93,-999.0,10.11,10.11,10.11,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,22,0,116.57,2.52,99.62,0.0,100.0,7.87,-999.0,9.33,9.33,9.33,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,22,1,114.62,2.68,99.56,0.0,100.0,7.75,-999.0,8.65,8.65,8.65,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,22,2,113.68,2.7,99.5,0.0,100.0,7.75,-999.0,8.65,8.65,8.65,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,22,3,114.8,3.06,99.43,0.01,100.0,7.75,-999.0,8.92,8.92,8.92,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,22,4,121.38,3.5,99.35,0.45,100.0,7.63,-999.0,9.12,9.12,9.12,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,22,5,127.87,2.76,99.43,2.24,100.0,7.51,-999.0,9.44,9.44,9.44,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,22,6,117.21,3.4,99.49,2.15,98.0,7.51,-999.0,9.69,9.84,9.53,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,22,7,110.48,4.85,99.49,1.29,95.25,7.69,-999.0,10.3,10.68,9.93,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,22,8,107.7,4.83,99.52,1.84,94.12,8.0,-999.0,10.98,11.44,10.51,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,22,9,102.18,4.26,99.62,2.39,93.56,8.36,-999.0,11.71,12.23,11.19,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022,1,22,10,92.34,4.59,99.61,1.3,92.75,8.73,-999.0,12.44,13.03,11.87,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
